wallet_address,re_profit(1D),re_profit(7D),re_profit(30D),un_profit(1D),un_profit(7D),un_profit(30D),co_profit(1D),co_profit(7D),co_profit(30D),re_roi(1D),re_roi(7D),re_roi(30D),un_roi(1D),un_roi(7D),un_roi(30D),co_roi(1D),co_roi(7D),co_roi(30D),winrate(1D),winrate(7D),winrate(30D),traded_token(1D),traded_token(7D),traded_token(30D),avg_traded_time
Aa96AVZR6hJeQR73TdWmi47vuppNKxrwvyTpdDKLwzeK,8020.396685219153,9377.551315199964,8217.383251447536,-456.5228497907349,-901.5717302333755,-2346.1380182443872,7563.873835428418,8475.979584966592,5871.245233203148,40.57024652107697,3.0232649041691246,2.1680327633268317,18.51170530995091,36.43311659033128,67.3604566680204,61.739021296735444,95.13442795654974,97.3283650497441,75,27.932960893854748,28.270042194092827,16,179,237,0.44858411703239287
A3NZqtPXWFDooswys8CnzBsvyEffrv8xTD2NZncZWnQn,1423.9127233272138,14461.746274572071,-4701.657336739469,563.4194153997124,-879.4369578314898,-1196.445983225115,1987.3321387269266,13582.309316740582,-5898.103319964583,4.388855643660748,18.341840256499705,-8.997747120256948,30.510856087968392,69.64657206868502,70.78326448651295,66.99700091357168,65.48734114893387,-100,28.57142857142857,54.761904761904766,50.413223140495866,7,42,121,2.882234290147401
Haq5TB66joFhjKGGSBi6Sdk3Rh9xX4We6wCePGV5uArP,44104.51352388585,12850.77774686681,17793.08276501849,-11312.729570522095,-59394.322245298405,-232990.9979401614,32791.78395336375,-46543.54449843158,-215197.91517514296,172.8214058227524,6.342252271846845,3.7665260316376146,42.674559140508684,68.52765027488688,54.791308020452774,29.23652322164853,-100,-100,28.57142857142857,17.857142857142858,25.301204819277107,7,28,83,19.2756694828469
2kLz4ThY4ZUQtv5F4h3uxznKYs7eSXuz3UPjgtHhTieb,626.3695517123962,30438.841556585823,32490.807945200595,-187.12773286296,6.66673211347819,5.992149293138766,439.2418188494362,30445.508288699308,32496.800094493734,34.73807006658528,29.876083054759494,28.070293247548676,100,18.08896497452784,18.167047535955085,75.63991889827346,69.95654635160946,71.97935109685105,38.46153846153847,19.686162624821684,19.672131147540984,13,701,854,2.003616255144033
GApX6raU9JHTJqqkfw317PRUw3TdRvAkVRonUFGYZx8j,-4848.316139572117,43294.47151031208,49906.464339814025,-1226.0640894978158,-24588.196170237537,-29449.586096316783,-6074.380229069932,18706.275340074564,20456.878243497227,-15.584764268396919,30.303334752937044,28.88857943392202,74.69357595385884,86.68347808341925,82.2724353184192,-100,84.45592605402365,86.02493211282659,25,38.028169014084504,32.22222222222222,12,71,90,3.3723988439306356
9Eedsa8TVrAgSTSBCSgu5mAsU8Zzk3CexFDS4XShDxyr,-1008.1647143061513,4866.694154070308,55852.12632643361,1165.6128887039815,327.7731683890885,-4.459440783325704,157.4481743978301,5194.467322459395,55847.66688565026,-13.310333272223366,2.96441393636526,7.16336006485419,15.219469976431604,36.806213817613305,45.11892186924463,99.28928680945583,96.72880327485521,92.25531709717895,26.666666666666668,27.314814814814813,34.38287153652393,30,216,794,4.406520411785587
UAfjRFnfT4noBw8a4aQiMnM5YAgbrktSrDVKjNWoRyx,6884.060206058166,18469.64319630441,12293.53740458275,-160.60668107961635,-160.60668107961635,3949.3502161237166,6723.453524978551,18309.036515224794,16242.887620706479,22.591627404919507,38.579623476790175,10.457064748040192,26.414880135273304,26.414880135273304,120.71567903494542,79.7912229924748,61.669976473140665,86.13689559619544,21.428571428571427,27.500000000000004,31.57894736842105,28,40,133,416.8636015490534
E6LXHBg71VzxgifmVZ9gkY8YR5ATFJi3LMjTidvL6zMi,-11276.423896840586,-11925.518832010499,-28699.139984055022,-1040.3695801657327,-10183.611479780313,-10183.611479780313,-12316.793477006318,-22109.130311790814,-38882.75146383532,-25.177683779168962,-2.263639783353432,-3.644149253473904,81.33232361453248,83.03734730442943,83.03734730442943,-100,-100,-100,7.6923076923076925,31.313131313131315,29.22077922077922,13,99,154,0.6912303490540901
ByHPxVnGsxNVpznxu8xQG4Sqqv5YWdYkdVhZDQezHSEy,-862.8808554559062,-1662.8966230846945,36814.86718998763,-1143.7462736324803,-1414.450578010029,-1862.417378740957,-2006.6271290883865,-3077.347201094724,34952.44981124668,-26.525368746031603,-3.3001352400987054,15.667518723398349,95.29313084320472,95.82093488472574,93.50914845441271,-100,-100,84.9646097007317,25,37.5,50.88495575221239,4,64,226,8.326802528921172
CQGzkhYgxLYNwLVxAHSZ5ZSdMRGJghX6QPHtJ1ZrfnpT,-4958.813075252644,-24542.333325182866,-58869.89420923945,0,-110.59418859865983,-5905.395918264014,-4958.813075252644,-24652.927513781528,-64775.29012750343,-13.40117404453038,-1.8893705711806608,-2.460196203273748,0,99.24368800188432,97.20823253400236,-100,-100,-100,34.61538461538461,28.436018957345972,29.668411867364746,26,211,573,0.38763208894328843
66ZADBUMT5u9enyHaX5fcqe8Wd3kVWsgbzWV26wS4q3H,-7792.461444543953,-8467.886160498576,-8467.886160498576,-534.1662006178087,-12222.731222200771,-10001.634906107169,-8326.627645161763,-20690.617382699347,-18469.52106660575,-66.4325349165512,-9.267609033178758,-9.267609033178758,26.702969437003038,60.30675581827721,59.39849670938757,-100,-100,-100,0,14.074074074074074,14.074074074074074,8,135,135,0.5858782505910166
AWiSkqTYBg93zrtepU88jmm2hQ7cuVWsUBaR7TpV8eHc,11023.69234314038,44685.82467572972,44373.334931295576,68015.02305981584,69462.5969485296,68015.02305981584,79038.71540295621,114148.42162425934,112388.35799111144,36.29030048194035,24.32872932294579,23.507355093138266,221.9347886350584,226.65825987085842,221.9347886350584,160.19763999171371,38.78974788622263,40.46079602260231,27.27272727272727,48.47457627118644,48.026315789473685,11,295,304,0.33554446908105445
6wX5a1LNdfDfoVERcmLQbFF58eV2eBHPp5RhETPmsBVW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4EsY8HQB4Ak65diFrSHjwWhKSGC8sKmnzyusM993gk2w,28894.969563209987,36054.314972028995,67439.30721864982,0,7807.5177863983445,9361.42865263307,28894.969563209987,43861.83275842733,76800.7358712829,26.437535380978616,8.35062397758467,3.7514947692337266,0,359.3829863275511,8.531956070478088,79.04696828274122,89.01231897290508,95.96301177553215,54.54545454545454,43.67816091954023,41.75152749490835,22,87,491,4.194216316790033
HrTZPWV4ZPebBiwyzoTBajCD49kQqVwf4dwsLuYG8CXX,14970.050885531191,82847.694927466,172360.08552577192,76.94346384867926,76.94346384867926,-2620.4427209188334,15046.99434937987,82924.63839131467,169739.64280485312,12.202014123243707,13.352643038156566,15.63382552241851,85.00429903531705,85.00429903531705,93.30511836094753,87.45223542442724,86.58025940799165,84.74048818065751,44.61538461538462,44.73684210526316,43.29643296432965,65,380,813,0.08117120233702338
GRadBbrRyV64k8LBg5TbP1BbWXsB8eGxFT5tffKHHZkR,-7263.043524070115,-6464.506186549095,-15207.073321577609,100.20933067172723,100.20933067172723,100.20933067172723,-7162.834193398388,-6364.296855877368,-15106.863990905882,-21.031536777211926,-12.126657434597762,-16.449671305983347,42.180737966936874,42.180737966936874,42.180737966936874,-100,-100,-100,33.33333333333333,32.432432432432435,26.96629213483146,18,37,89,17.490677685604158
AWtA3CAv4o6BMrY8mWSX3gWWQDWm4k68tFCY4NMW4691,-2113.860700733719,15726.869531635404,52807.31866536828,6471.887660420402,81678.01926125908,83759.23910198487,4358.026959686685,97404.8887928945,136566.5577673531,-40.06823954834299,8.663422664471199,19.101186118586437,59.72410001717218,359.475778496091,290.38013135528547,49.79165385621884,10.161657617779003,35.437026130619714,11.11111111111111,36.470588235294116,38.095238095238095,9,85,168,2.0275079365079365
8BsW28br91awMKirLKaHEcevBHDXsac2xactjE5oXsNA,-2065.747021667165,2834.3436832747466,3899.8768014259167,-311.70173960756415,1458.8998117016845,1458.8998117016845,-2377.4487612747293,4293.243494976431,5358.776613127601,-40.42066019115487,19.54638438216816,9.053468896725047,29.61255363932777,22.862447961708725,22.862447961708725,-100,69.52523618143844,82.11377506178493,0,37.5,48,4,16,25,1.6322083333333333
BJxhdefoyTi8n6DFT17b7mcgnsPyjMiUXDRC5EsHYVnj,-650.1083728675569,23556.56395385437,35847.26251431557,-1.6863516036636383,2193.0111976797334,564.7824706345848,-651.79472447122,25749.5751515341,36412.04498495015,-100,34.65437961032106,7.077840215771719,0.026502431739355223,25.359170870525134,67.1211223554336,-100,61.381747481840655,94.73398769965574,20.833333333333336,33.87096774193548,34.02985074626866,24,124,670,3.4338465403387883
9Y1Np9o4ppcvYtKduMBh2GV6KUrX9dmCkuExb2goBZZd,-5135.564313925791,-1685.8802102133266,-1685.8802102133266,211.22031655087085,211.22031655087085,211.22031655087085,-4924.34399737492,-1474.6598936624544,-1474.6598936624544,-13.158719339666094,-1.8429516021482923,-1.8429516021482923,7.181677078195511,7.181677078195511,7.181677078195511,-100,-100,-100,18.75,23.809523809523807,23.809523809523807,48,84,84,1.9382101449275362
ZdLCWyN4U1pHbqb5TBvzFR91WfXtxgrwsLQqRwzSHAw,-10125.014616375558,140088.69472437364,142912.44419916839,-750.5619491320879,4765.110474665587,4357.187767011019,-10875.576565507647,144853.80519903923,147269.6319661794,-36.18541349076922,97.3898023389819,73.62107988578981,36.01289107741331,61.03730611758276,52.27445621360262,-100,1.15353944003843,23.80127814753118,13.043478260869565,23.64864864864865,22.727272727272727,23,148,220,5.358342123769338
52Cku2grbxHqJDbpUKPfGqHRcsKVS8kkwXYuKDtQ3hic,-71.5368496949605,4276.546792916485,17750.317108267525,279.0627228197909,-953.2246369729131,398.70786469746434,207.52587312483044,3323.322155943571,18149.024972964995,-6.284516618447901,6.110632027105848,12.540770079555536,9.289973094981503,1.8056113141040724,6.29086181920995,95.48331398910294,91.58145348980528,84.71921519142465,26.923076923076923,37.79527559055118,38.70967741935484,26,127,341,3.8267951651936025
zq88DxjKjieKFKnoBFLPSQ4bLnVFs8W7NcRFRaX7Frh,2650.1768695711385,20031.276061199886,49147.37708023746,0,0,-78.44541908439177,2650.1768695711385,20031.276061199886,49068.93166115307,12.921909767346484,12.752060851193411,15.178236009343369,0,19.772099709511217,95.55873703828092,87.07809006374514,87.24793912675321,84.84599034519024,31.378299120234605,32.76157804459691,35.53860523038605,341,2915,6424,0.10437925641572475
BScVzwdjDr6raf3W8onFmFaGHp3NyKCdZJ14d9MJUbJQ,5625.721115809576,-3653.9958210761342,5927.186056750031,5830.479781767797,-3552.726061066686,-3347.0107635042473,11456.20089757737,-7206.721882142824,2580.175293245785,18.239294704783887,-2.3034443604528008,1.6547496878494419,240.1401046705971,27.95056374329053,26.988987494699053,62.857557268362065,-100,99.27209839967155,30.434782608695656,28.57142857142857,29.585798816568047,23,70,169,0.7775137328339575
7azv99nzG6KYzkAP3uTN7trfUFtEqzXw1Pxy8MsR8R6P,43390.60055153826,33382.877544477335,253888.24106860266,-1819.2426565111723,150.89867859826563,21327.00808774285,41571.35789502709,33533.77622307558,275215.2491563457,30.25243292225495,12.44872324564063,30.31587868957759,25.19620648372688,40.125411290142445,44.0378599122317,71.01596428211285,85.69504267391702,64.46868171345399,31.48148148148148,28.87323943661972,29.28571428571429,54,142,560,4.362318353385232
H3E3X1CikbKFb8vTjh3BebjSB89srSZKgkcfS2sRSeod,2793.5245506396736,32057.757401435963,32148.83382992577,5226.152918225721,5148.994008209364,5226.152918225721,8019.677468865394,37206.75140964532,37374.98674815148,68.86047779588606,35.74440970845353,34.08123339625072,78.9029063466132,77.72847264750307,78.89031577946615,47.93023812022544,58.4596156718476,60.106355933885126,20.454545454545457,28.212290502793298,28.061224489795915,44,358,392,0.1327254715485814
ENRqA9VxD5bWpK8GDDzuGgxEBqx2YBCNi8oV2oYtReMU,-475.17850458036514,4432.886311755445,4432.886311755445,0,0,0,-475.17850458036514,4432.886311755445,4432.886311755445,-42.44655081227069,130.62475029117653,130.62475029117653,0,0,0,-100,30.624750291176493,30.624750291176493,0,33.33333333333333,33.33333333333333,4,12,12,0.13294871794871796
d41DdxsuxTyt2AZKa7dM4kxTRuseaCVmQe5USYAtS5K,18416.396379351118,24244.72301421414,7421.602535262767,13733.805805462205,19271.275124572254,14939.638524966724,32150.202184813323,43515.99813878641,22361.24106022951,43.17764216262223,13.068039675167379,0.6254946666312686,442.1293522334674,453.74877105473604,229.76761796821933,24.62315119649185,73.78764587801263,97.12888245866415,50,46.42857142857143,43.47826086956522,22,112,506,5.869047709440648
2DTxq2bf2Trn6LozMMzYTyp2dfWtHqq9dM3acqfNm6aS,5524.325172366247,9095.25412783012,19034.623309569004,4976.623177864485,4098.974160007262,20683.059229030452,10500.948350230736,13194.228287837388,39717.68253859942,49.262863237514715,20.431760945395265,8.552557215232719,703.7936162614583,282.0864398885218,415.002592428045,6.269370353079765,67.05410759820738,80.30050084194828,45,40.243902439024396,34.26573426573427,20,82,429,3.9489943519050352
5oVaqVrts4gNP5opRswX7ByN5y4CUjW4SVv5gtpBiqq4,0,6681.942314288439,53114.23597597148,-2507.3567966196715,-29777.35139074501,238407.48631846506,-2507.3567966196715,-23095.409076456574,291521.7222944366,0,45.225963464454985,11.397537231292542,20.252322270101068,40.21059563319316,240.08793483464567,-100,-100,123.9110670288218,0,44.44444444444444,47.05882352941176,1,9,17,17.67289556563366
13qZC9NxSrhSZxhnKXNYKVwa895z9cmsYPKTxncGFmcp,6620.100672054365,12193.705239534656,166804.37704846627,-984.5323986627861,-5094.824362420638,1209065.9754439008,5635.568273391578,7098.880877114032,1375870.3524923672,21.222649418185238,8.154324051966526,7.914077910781756,6.9092660300307776,6.707170682293455,669.894782347289,81.93355423682372,96.21068269056885,54.980543503335674,16.666666666666664,25.268817204301076,27.339901477832512,6,186,406,7.258462177220616
8dewXCPPbq8zZfJQ3vieSLYVzpsQnRUwENBfJMQUmBLq,267.03519252708264,12526.573995823452,35659.15574059325,324.2722534975446,-3528.368135227723,-2615.713609805751,591.3074460246276,8998.205860595728,33043.44213078747,1.5593425731465835,10.497448086336963,16.816805899956773,7.701697071478828,44.23306490576901,32.791654794256246,96.54708105819697,92.45937485195304,84.41676082792581,37.5,42.391304347826086,42.71356783919598,8,92,199,0.06407647907647908
34X4FWxdP5626VqqXXUMnQMULiYeckfo343Cjd1Vxich,-24.088630298586807,4282.317358377696,4794.328179332561,167.35856845791292,181.8478918054994,-1197.2798411441443,143.26993815932616,4464.165250183195,3597.0483381884173,-5.352639612460234,17.430029712623405,3.445667162808975,37.36542029530791,11.33416450802811,74.82555062258032,94.74468523629099,80.9158054044413,97.30501916959518,58.333333333333336,44.85981308411215,38.4928716904277,12,107,491,0.6896321866925065
4LzJ8MRigBxkwvmDkSJNqQjyDmZPGvvMPXG6VoWZgCpM,-2250.2872604520326,3788.1194774261994,2740.837039165021,-1996.5969832514043,4129.171540056019,4113.410817869661,-4246.884243703437,7917.291017482222,6854.2478570346775,-24.5237865434979,0.1348216199624596,0.9786177301545894,30.865544538381002,111.05220133919269,110.1895470916892,-100,90.46649017245898,93.27411133675923,16.666666666666664,29.515418502202646,27.821522309711288,6,227,381,1.35912732329399
GPM6sXpheYztmsixAF7hPtun3JHkkCxsXoGp3JatmoGH,25184.988237314497,36107.15811556982,36107.15811556982,502.42821770896444,502.42821770896444,502.42821770896444,25687.41645502346,36609.586333278785,36609.586333278785,30.65686754407246,9.143464990591655,9.143464990591669,2.6718398041462152,2.6718398041462152,2.6718398041462152,65.9267821399201,90.16459730154659,90.16459730154659,36.36363636363637,46.15384615384615,46.15384615384615,11,39,39,3.9307111111111106
FJAwynq9WkEb1T8qSXkdmQrVU43QUAQEdLWb6FGFfL6A,2474.446619705469,44709.93011427929,99773.77058939094,-12837.82604247304,-13538.487999373281,-16414.35443063399,-10363.37942276757,31171.44211490601,83359.41615875695,2.1598565277834645,26.82957225255097,38.328665162013124,82.64400872810039,41.9789448226211,43.90827472622744,-100,79.66092468339882,59.12049946720903,28.985507246376812,31.746031746031743,27.34584450402145,69,252,373,101.17408942091262
6uvLjoyti5UP24tjHtGzBpDgqiakSRyLLgx1sybg1LVR,-9703.027033467582,-27137.874839054108,-35484.343355214696,-53.75370532954912,-26.094566204805712,-26.094566204805712,-9756.780738797132,-27163.96940525891,-35510.43792141951,-30.867240583367067,-5.620553211187949,-14.23128889672262,1.2905207851747806,97.89577079806213,97.89577079806213,-100,-100,-100,18.75,25,23.404255319148938,16,72,94,3.417606970324362
215nhcAHjQQGgwpQSJQ7zR26etbjjtVdW74NLzwEgQjP,22764.51636958924,61548.457640364046,16456.221886547286,-36.626413789231265,858.8898312802144,190.88657798020904,22727.88995580001,62407.34747164424,16647.108464527493,9.935421717040638,11.366463606559183,2.513671325653894,1.8148812750963335,10.545718597045784,2.126007100852585,90.08056363758195,88.47492088326291,97.46296782898915,26.41509433962264,21.875,22.439024390243905,53,160,205,12.767656623742587
DyZsMxHDmkjRY29kKwu51jL7ABn4Z21syzk5k3JbzVQd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xw1Bso7bDw9EgXvMwGRbv41qnaczBGV444tKUi7HwbN,-22434.191305122837,-108836.3649186665,-152066.361260248,35885.62504674711,45412.88306446838,32936.99400027487,13451.433741624276,-63423.4818541981,-119129.36725997322,-63.13876330633724,-41.72516907581587,-25.983864996372212,12.807642072853954,60.40819510760972,81.1193389457906,97.26436931965858,-100,-100,24,36.2962962962963,37.30407523510972,25,135,319,0.8935247136829415
BR1VVREkrcUvrNGjSYGgy1zcN13dR6rX57AbSqgAY1xQ,18093.798179063167,55443.45290268938,351478.7868212051,-825.6576797873738,621.5189790661432,-22950.55519737056,17268.140499275796,56064.97188175553,328528.23162383464,48.79607684370657,27.1187039002558,57.13130828889971,16.61527619846615,71.69264255862826,90.54231718277262,53.40817624714577,66.43791192333943,44.4473749385781,43.75,42.64705882352941,48.917748917748916,16,68,231,0.7275268789590824
3rzbam5SFws3xvS2FsxUbUFCcdaNDkwZFSnMyen2mqM7,6255.023988899006,9525.824034696387,9525.824034696387,0,0,0,6255.023988899006,9525.824034696387,9525.824034696387,30.51171228041015,18.711028183499863,18.711028183499863,0,0,0,76.10788987522956,81.2899202475038,81.2899202475038,17.647058823529413,27.500000000000004,27.500000000000004,17,40,40,0.6262251984126983
CtcdyHpLXnaoaVS5V6uEgEZ5H2d9egkEqeWrABjkbaKk,650.049247658776,-10847.092916635656,-39297.12461793584,-10526.000000000002,4682.748212224592,3538.660310767794,-9875.950752341225,-6164.344704411065,-35758.46430716803,4.213505643906878,-0.26265586187187906,-4.487275045251663,100,29.075098953939243,20.238756881424877,-100,-100,-100,33.33333333333333,28.78787878787879,29.608938547486037,6,66,179,4.934597465886939
8ccnDwyVYfQAkQRV81DQdTZva4bsTJtg5S8CfrohsRkp,9530.022033154992,-29420.59612278147,-40102.90842572992,-1946.9201446666275,-160.5071246922,-8616.71937308601,7583.101888488361,-29581.10324747367,-48719.627798815956,1.7389151901918822,-3.978274733683325,-2.8907992228164856,9.092457726062786,100,162.17455781920117,89.23816291224327,-100,-100,35,36.41618497109826,32,20,173,750,0.6804820483749056
2rxsShG8b4YbQCtBCgJCfwCHH4xxeUfzP2vtacce23t9,-6081.546945022278,280.8690470860405,280.8690470860405,-223.3793754599563,-222.4681203587479,-222.4681203587479,-6304.9263204822355,58.40092672729236,58.40092672729236,-53.02722543081755,1.225150045045308,1.225150045045308,78.80547230707575,78.55207646164267,78.55207646164267,-100,99.74443658422065,99.74443658422065,0,40,40,7,15,15,22.143937908496735
txvf9E94cmepEask5MpSG8W7zr72tSRDFdAQ1CtVwp3,745.306845254787,6914.673717144523,6914.673717144523,291.0490028268787,70.0791795176751,66.14857481260285,1036.3558480816655,6984.7528966621985,6980.822291957126,1.625422494481807,7.71095377673922,7.71095377673922,2.724591878391554,58.14971633315046,58.086667786114354,97.56995316698907,90.85652975297626,90.86167515578512,35.13513513513514,36.885245901639344,36.885245901639344,74,122,122,0.07561882716049383
Bq7WKxPKCQ1FwsXtoP7SnZ7HnJFMaKoYApekvJaFwu2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6yiJvXpWxi1YJGYYRv6f6P84Dm61xA77hwb77MrpMvQc,-5253.6361598817775,-21684.93671210304,53951.75068496669,-1496.9930471184462,-1878.4568847938506,-2362.4304306198405,-6750.629207000224,-23563.39359689688,51589.32025434685,-9.818426827718032,-8.214475837303183,5.029659705009206,20.547855953509607,25.154638732623873,25.295803006415284,-100,-100,95.3862569813727,27.27272727272727,26.94610778443114,30.316742081447963,33,167,663,5.268777706369608
FzEAthEy2zGGPfnfPtWYqaRWTcFA7e4rsmNptdHCUCip,-149.24038594672578,4295.303780752811,10094.619542919603,-126.41023660524989,-126.41023660524989,-126.41023660524989,-275.6506225519757,4168.893544147561,9968.209306314353,-19.921208591917658,108.35988687997404,67.96000455309246,59.22243356386046,59.22243356386046,59.22243356386046,-100,5.170869376626373,32.8910270503002,0,60,61.53846153846154,4,15,39,0.14197257383966244
J8viwoDNq5n8VKdzAC1Ejs7oo2SrqcaDVAcgankZEguj,1183.7321401313409,1027.5336420824037,-3237.7284026136326,6923.5526406150075,5787.870524645836,7126.067496223243,8107.284780746348,6815.40416672824,3888.3390936096093,63.985887747109494,88.7798019177118,-4.908325564471565,178.6074715918454,75.60790666412048,28.00676749837155,143.47099472251438,24.803442216119603,87.20737901928368,20,21.052631578947366,13.793103448275861,5,19,29,58.60504171754172
